Producto Interior Bruto,Producto Interior Bruto(1_ALTO),Producto Interior Bruto(2_MEDIO),Producto Interior Bruto(3_BAJO)
Gasto educativo(1_ALTO),0.3333333333333333,0.3958333333333333,0.17543859649122806
Gasto educativo(2_MEDIO),0.3333333333333333,0.20833333333333331,0.49122807017543857
Gasto educativo(3_BAJO),0.3333333333333333,0.3958333333333333,0.3333333333333333
