PIB,PIB(1_ALTO),PIB(2_MEDIO),PIB(3_BAJO)
GSE(1_ALTO),0.6133333333333334,0.22619047619047622,0.23333333333333336
GSE(2_MEDIO),0.13333333333333336,0.22619047619047622,0.5333333333333333
GSE(3_BAJO),0.25333333333333335,0.5476190476190477,0.23333333333333336
